dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
covtype,rf,AlwaysNudge,always_nudge,2,90000,8000,balanced_accuracy,277,277,0,277,0,0,26,0,0,98,277,,275,1346,0,317525,1385,63505,1385,2.704337100018165,7.630618249933251e-05,800000,0.796,0.8175777777777777,0.3333333333333333,0.7667323535458817,trees,100,100,288292,2252,node_visits,1583.629,431.049,0.2721906456625889,18.562799999926938,12.65390000116895,18.110384900002828,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,rf,NeverAdapt,never_adapt,2,90000,8000,balanced_accuracy,158,158,158,0,0,0,3,0,0,25,0,,0,0,0,0,0,0,0,0.0,3.659561694511675e-05,800000,0.861,0.8236555555555556,0.7761004475931571,0.8148844665988328,trees,100,100,288292,288292,node_visits,1583.629,1583.629,1.0,19.321699997817632,19.08720000210451,9.622568599999795,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,AlwaysRebuild,always_rebuild,2,90000,8000,balanced_accuracy,283,283,0,0,283,0,60,0,0,194,0,,279,1362,0,66138016,0,67836,280264,32.84872050000922,0.00015905205583333727,1792000,0.0,0.6028333333333333,0.0,0.25149356538683837,params,385,385,,,params_read,385.0,385.0,1.0,0.3056999994441867,0.28390000079525635,37.16410440000254,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,MechanismSelector,mechanism_selector,2,90000,8000,balanced_accuracy,295,295,75,7,213,197,60,0,0,174,23,7,213,1044,0,35117130,0,44238,213023,19.039551300011226,0.00010217913138888104,1792000,0.796,0.5850888888888889,0.3333333333333333,0.4602333201139156,params,385,385,,,params_read,385.0,385.0,1.0,0.45649999810848385,0.27120000231661834,23.356368000000657,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,FixedSchedule(k=3),fixed_schedule,2,90000,8000,balanced_accuracy,264,264,0,176,88,0,42,0,0,131,176,,87,419,0,25251225,0,65437,87274,13.976930499986338,8.578943444444472e-05,1792000,0.785,0.7582777777777778,0.43673742116776965,0.3606999755630375,params,385,385,,,params_read,385.0,385.0,1.0,0.43870000081369653,0.2786999975796789,18.555873600002087,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,AlwaysNudge,always_nudge,2,90000,8000,balanced_accuracy,283,283,0,283,0,0,47,0,0,150,283,,0,0,0,57976,0,57976,283,1.2801388000225415,2.332438916699593e-05,1792000,0.843,0.7015333333333333,0.514329388289352,0.3283127157961598,params,385,385,,,params_read,385.0,385.0,1.0,0.30110000079730526,0.4153000008955132,6.041154599999572,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,sgd,NeverAdapt,never_adapt,2,90000,8000,balanced_accuracy,335,335,335,0,0,0,64,0,0,186,0,,0,0,0,0,0,0,0,0.0,1.324595000000374e-05,1792000,0.156,0.17763333333333334,0.28415300546448086,0.3572470297740223,params,385,385,,,params_read,385.0,385.0,1.0,0.40779999835649505,0.784100000601029,4.221130199999607,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,AlwaysRebuild,always_rebuild,2,90000,8000,balanced_accuracy,238,238,0,0,238,0,23,0,0,124,0,,235,1144,0,69548,0,69548,238,0.44915499998023733,1.152608194377281e-05,8000,0.857,0.7775555555555556,0.8769216888501838,0.5429672256970727,params,763,763,,,params_read,763.0,763.0,1.0,1.4861000017845072,1.5765999996801838,4.000337000001309,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,MechanismSelector,mechanism_selector,2,90000,8000,balanced_accuracy,241,241,65,13,163,122,26,0,0,106,54,13,163,797,0,66495,0,66495,217,0.3486295999973663,1.0682889166664943e-05,8000,0.871,0.7829777777777778,0.5905804065866674,0.5172651993956088,params,763,763,,,params_read,763.0,763.0,1.0,1.6691000018909108,1.3400000025285408,3.7430746000027284,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,FixedSchedule(k=3),fixed_schedule,2,90000,8000,balanced_accuracy,236,236,0,158,78,0,17,0,0,118,158,,77,373,0,57927,0,57927,236,0.36112489996958175,1.3099101944769949e-05,8000,0.849,0.7781222222222223,0.8286357627324757,0.5805021465081446,params,763,763,,,params_read,763.0,763.0,1.0,1.4711000003444497,2.99299999824143,3.981589899998653,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,AlwaysNudge,always_nudge,2,90000,8000,balanced_accuracy,274,274,0,274,0,0,27,0,0,104,274,,0,0,0,61645,0,61645,274,0.3422097000220674,1.665402638822542e-05,8000,0.73,0.7266555555555556,0.32533340655920767,0.6374305774630642,params,763,763,,,params_read,763.0,763.0,1.0,1.9535999999789055,2.028899998549605,4.550408899998729,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
covtype,gnb,NeverAdapt,never_adapt,2,90000,8000,balanced_accuracy,321,321,321,0,0,0,54,0,0,160,0,,0,0,0,0,0,0,0,0.0,1.1612645278434262e-05,8000,0.441,0.45614444444444446,0.5074229461122944,0.6509634266193369,params,763,763,,,params_read,763.0,763.0,1.0,2.584400001069298,1.5829000003577676,3.5967199000006076,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,74,74,0,0,74,0,0,0,0,11,0,,0,0,0,3742400,7400,37424,7400,19.77344030000677,0.00010121251388855696,362400,0.827,0.7420367327922317,0.8366504493574008,0.7332180228413645,rounds,100,100,4628,2056,node_visits,569.399,445.83,0.782983461509416,4.279599997971673,6.264700001338497,23.540707599997404,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,71,71,23,5,43,16,1,0,0,10,32,5,0,0,0,2051495,4460,35011,4460,13.463762299994414,7.698188388855574e-05,362400,0.551,0.7126112650499007,0.5787992495309568,0.7065154278400612,rounds,100,100,4628,952,node_visits,569.399,341.522,0.5997938176919875,11.108499998954358,5.186000002140645,22.81453379999948,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,52,52,0,35,17,0,1,0,0,4,35,,0,0,0,1032595,1875,27843,1875,7.444565200006764,4.389857138822636e-05,362400,0.876,0.7359799906819352,0.8745294502854434,0.729698439819628,rounds,100,105,4628,1305,node_visits,569.399,379.623,0.6667082309593098,6.582300000445684,4.960399997798959,11.60607919999893,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,AlwaysNudge,always_nudge,3,40781,3624,accuracy,53,53,0,53,0,0,1,0,0,8,53,,0,0,0,124245,265,24849,265,7.527734600003896,6.30125619437707e-05,362400,0.79,0.7219783722812094,0.7898767029179103,0.717456888356599,rounds,100,365,4628,10307,node_visits,569.399,1636.587,2.8742358170632545,6.797099998948397,18.843799996830057,15.811613800000487,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,xgb,NeverAdapt,never_adapt,3,40781,3624,accuracy,79,79,79,0,0,0,1,0,0,18,0,,0,0,0,0,0,0,0,0.0,1.1645231666336442e-05,362400,0.712,0.7068978200632647,0.6954935699908803,0.6694052678219897,rounds,100,100,4628,4628,node_visits,569.399,569.399,1.0,10.611599998810561,6.7403000030026305,4.957125099997938,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,69,69,0,0,69,0,0,0,0,4,0,,0,0,0,3675200,6900,36752,6900,25.40702170000077,0.00014057848333266744,362400,0.853,0.729530909001741,0.8586542981226222,0.7223775248680584,trees,100,100,69324,11748,node_visits,813.361,699.236,0.8596871499862915,46.06760000024224,22.739399999409216,34.30543419999958,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,64,64,16,0,48,11,0,0,0,8,37,0,0,0,0,2589635,4985,43383,4985,17.419588399978238,9.939122138922547e-05,362400,0.853,0.7306588852651971,0.8586542981226222,0.7220245803132879,trees,100,100,69324,11748,node_visits,813.361,699.236,0.8596871499862915,23.57730000221636,22.63459999812767,26.09030899999925,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,69,69,0,46,23,0,0,0,0,10,46,,0,0,0,1353675,2530,31639,2530,8.580004999996163,6.299239305521642e-05,362400,0.869,0.7524582526176405,0.8704818188027046,0.7440316758296042,trees,100,100,69324,13294,node_visits,813.361,684.6,0.8416926801260449,22.780200000852346,23.576900002808543,17.480169899998145,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,AlwaysNudge,always_nudge,3,40781,3624,accuracy,78,78,0,78,0,0,0,0,0,14,78,,0,0,0,148245,390,29649,390,1.4800046000054863,3.7699119166676424e-05,362400,0.791,0.7478237414482234,0.7820646737187187,0.7356409077139741,trees,100,100,69324,5220,node_visits,813.361,499.798,0.6144848351470011,22.99689999927068,20.951499998773215,11.078010299999733,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,rf,NeverAdapt,never_adapt,3,40781,3624,accuracy,80,80,80,0,0,0,0,0,0,18,0,,0,0,0,0,0,0,0,0.0,2.5641688056222638e-05,362400,0.712,0.7083936146734999,0.6929745973460394,0.665517254974324,trees,100,100,69324,69324,node_visits,813.361,813.361,1.0,32.67580000101589,23.425900002621347,7.829230899998947,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,46,46,0,0,46,0,0,0,0,4,0,,0,0,0,1741600,0,28104,2610,0.37326450000182376,3.3428191669929994e-06,315288,0.646,0.628086608960055,0.6319889438393643,0.6144842960092118,params,9,9,,,params_read,9.0,9.0,1.0,0.31990000206860714,0.30139999944367446,2.686341299999185,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,61,61,16,10,35,12,0,0,0,8,33,10,0,0,0,1071076,0,34356,1995,0.3001278999799979,3.0211399993418533e-06,315288,0.656,0.6380422255462103,0.6336803114366178,0.6216494002454258,params,9,9,,,params_read,9.0,9.0,1.0,0.540299999556737,0.4746999984490685,2.6946400000015274,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,53,53,0,36,17,0,0,0,0,9,36,,0,0,0,597551,0,26943,941,0.22380309999061865,2.5318444451190202e-06,315288,0.736,0.6145018513523455,0.7279509543571798,0.6137711874815339,params,9,9,,,params_read,9.0,9.0,1.0,0.6987999986449722,0.33059999987017363,2.514387999999599,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,AlwaysNudge,always_nudge,3,40781,3624,accuracy,60,60,0,60,0,0,0,0,0,4,60,,0,0,0,27995,0,27995,60,0.12118780000309926,2.2719799999961323e-06,315288,0.77,0.7011353326303916,0.7622322838283563,0.6931163130551938,params,9,9,,,params_read,9.0,9.0,1.0,0.3300000025774352,0.33990000156336464,2.554429699997854,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,sgd,NeverAdapt,never_adapt,3,40781,3624,accuracy,86,86,86,0,0,0,0,0,0,21,0,,0,0,0,0,0,0,0,0.0,1.8688736114437746e-06,315288,0.678,0.688874721071087,0.6553788301842827,0.6397723640575459,params,9,9,,,params_read,9.0,9.0,1.0,0.5754999983764719,0.352399998519104,2.308199399998557,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,AlwaysRebuild,always_rebuild,3,40781,3624,accuracy,77,77,0,0,77,0,1,0,0,7,0,,0,0,0,36948,0,36948,77,0.16276099999595317,3.1370411111099457e-06,3624,0.741,0.6810524508962507,0.7433801639943594,0.6678119859634271,params,34,34,,,params_read,34.0,34.0,1.0,1.1099000003014226,0.5637000031128991,2.5739648999988276,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,MechanismSelector,mechanism_selector,3,40781,3624,accuracy,66,66,13,13,40,14,0,0,0,10,39,13,0,0,0,36049,0,36049,79,0.16714769998725387,3.6626780548868874e-06,3624,0.683,0.672690713812805,0.6875128057819864,0.6495440700401959,params,34,34,,,params_read,34.0,34.0,1.0,0.7554000003437977,0.9368999999423977,2.768849700001738,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,FixedSchedule(k=3),fixed_schedule,3,40781,3624,accuracy,81,81,0,54,27,0,1,0,0,15,54,,0,0,0,33970,0,33970,81,0.15472919996682322,3.623610000004209e-06,3624,0.638,0.6892915818641033,0.6460943871504272,0.6751341647430442,params,34,34,,,params_read,34.0,34.0,1.0,0.5985000025248155,0.6891000011819415,2.758853999999701,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,AlwaysNudge,always_nudge,3,40781,3624,accuracy,73,73,0,73,0,0,0,0,0,11,73,,0,0,0,31274,0,31274,73,0.10631809999540565,2.22521361111504e-06,3624,0.763,0.7051077707756063,0.7518209319797036,0.6799821366687192,params,34,34,,,params_read,34.0,34.0,1.0,0.5638000002363697,0.5436999999801628,2.5444628999975976,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
elec2,gnb,NeverAdapt,never_adapt,3,40781,3624,accuracy,64,64,64,0,0,0,1,0,0,11,0,,0,0,0,0,0,0,0,0.0,1.8475644444512683e-06,3624,0.467,0.4804933670091464,0.5,0.5380421220500731,params,34,34,,,params_read,34.0,34.0,1.0,0.6298999978753272,0.5481999978655949,2.276071599997522,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,9,9,0,0,9,0,0,0,0,0,0,,0,0,0,900000,900,9000,900,18.13213459999315,0.00010992574138822203,422700,0.39,0.5604448742746615,0.4344803614876607,0.5608586746253009,rounds,100,100,29416,11532,node_visits,3673.036,2357.422,0.6418183758612767,21.904799999902025,16.93389999854844,27.95350160000089,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,11,11,5,1,5,0,0,0,0,0,6,1,4,15,0,476575,530,8979,530,8.638450400001602,6.238396138887995e-05,422700,0.45,0.45650071482633925,0.35811283454987836,0.4539220111710304,rounds,100,105,29416,3502,node_visits,3673.036,1294.357,0.35239431358690737,21.174699999392033,17.025000001012813,17.912048599999252,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,11,11,0,8,3,0,0,0,0,0,8,,3,10,0,325405,340,8841,340,9.345147999996698,6.589033972223093e-05,422700,0.489,0.4942603649819191,0.5841599322210635,0.49527412446460356,rounds,100,110,29416,15468,node_visits,3673.036,2874.613,0.7826258713500222,21.98100000168779,19.8636000022816,18.879736600003525,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,xgb,AlwaysNudge,always_nudge,3,47564,4227,balanced_accuracy,10,10,0,10,0,0,0,0,0,0,10,,2,3,0,40000,50,8000,50,3.564548800000921,4.7346602777449804e-05,422700,0.226,0.501219409637541,0.5375825512686826,0.5031137949391248,rounds,100,150,29416,40844,node_visits,3673.036,5286.679,1.4393213134856289,21.496699999261182,31.516799997916678,14.111951200000476,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
