dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,0,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,1,2,0,1915448,0,9544,1946,0.632579800003441,5.517601945121343e-06,942621,0.071,0.2156252628038012,0.10493243830378866,0.21217767069547352,params,204,204,,,params_read,204.0,204.0,1.0,0.23739999960525893,0.29320000248844735,2.6905194999999367,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,0,47564,4227,balanced_accuracy,11,11,7,1,3,1,1,0,0,1,3,1,0,0,0,161355,0,3679,242,0.0902659999919706,3.2136602777758043e-06,942621,0.822,0.19598856277857202,0.25,0.19229169790754533,params,204,204,,,params_read,204.0,204.0,1.0,0.2860999993572477,0.7612999979755841,2.1598546000022907,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,0,47564,4227,balanced_accuracy,9,9,0,6,3,0,0,0,0,0,6,,2,4,0,2117800,0,7800,2119,0.5039052999927662,5.1197833336655156e-06,942621,0.413,0.223130939365907,0.37315997566909975,0.22273477258467103,params,204,204,,,params_read,204.0,204.0,1.0,0.4031999997096136,0.25240000104531646,2.571012000000337,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,AlwaysNudge,always_nudge,0,47564,4227,balanced_accuracy,10,10,0,10,0,0,0,0,0,0,10,,0,0,0,7584,0,7584,10,0.0411770999962755,2.93383972222423e-06,942621,0.089,0.21160962072155412,0.3648809523809524,0.21186614642458665,params,204,204,,,params_read,204.0,204.0,1.0,0.2319999985047616,0.24760000087553635,2.10065300000133,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,NeverAdapt,never_adapt,0,47564,4227,balanced_accuracy,11,11,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.677820000008301e-06,942621,0.074,0.19605163569085862,0.3046130952380952,0.19989601189044645,params,204,204,,,params_read,204.0,204.0,1.0,0.29769999673590064,0.2356000004510861,2.0497808000000077,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,AlwaysRebuild,always_rebuild,0,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,3,4,0,9384,0,9384,10,0.016299099999741884,8.952647215564943e-07,4227,0.299,0.5725548734336894,0.7058361574556831,0.5733682680547112,params,402,402,,,params_read,402.0,402.0,1.0,0.9528000009595416,1.1021999998774845,1.6688045999981114,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,MechanismSelector,mechanism_selector,0,47564,4227,balanced_accuracy,11,11,8,1,2,1,0,0,0,1,2,1,1,1,0,2728,0,2728,4,0.007755499995255377,8.401544444412051e-07,4227,0.233,0.4051803885291397,0.49015250260688215,0.4023382415452221,params,402,402,,,params_read,402.0,402.0,1.0,0.8322000030602794,0.9836000026552938,1.6677826000013738,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,FixedSchedule(k=3),fixed_schedule,0,47564,4227,balanced_accuracy,11,11,0,8,3,0,0,0,0,0,8,,0,0,0,9086,0,9086,11,0.016528200005268445,1.1116502777808242e-06,4227,0.21,0.41750063072912286,0.6685132082029892,0.4161156070580471,params,402,402,,,params_read,402.0,402.0,1.0,1.261600002180785,0.9647000006225426,1.6907860999999684,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,AlwaysNudge,always_nudge,0,47564,4227,balanced_accuracy,7,7,0,7,0,0,0,0,0,0,7,,0,0,0,5600,0,5600,7,0.00938030000179424,8.626261107720106e-07,4227,0.661,0.4888571188293667,0.6478775634341327,0.48718297247645137,params,402,402,,,params_read,402.0,402.0,1.0,0.9188000003632624,0.9724999981699511,1.6573612000029243,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,NeverAdapt,never_adapt,0,47564,4227,balanced_accuracy,8,8,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,7.491252777710046e-07,4227,0.701,0.4918425700109326,0.6579531630170317,0.49116669023416265,params,402,402,,,params_read,402.0,402.0,1.0,0.9219999992637895,0.9577999990142416,1.6457597999979043,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,AlwaysRebuild,always_rebuild,0,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,588800,700,5888,700,4.9977264999943145,3.2014566665998585e-05,193200,0.608,0.5131354957441914,0.5353198653198653,0.5092618247809012,rounds,100,100,8232,6928,node_visits,1833.129,1732.201,0.9449422271973222,12.568400001327973,10.715200001868652,8.10787590000109,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,MechanismSelector,mechanism_selector,0,21735,1932,balanced_accuracy,5,5,0,1,4,0,0,0,0,0,5,1,3,13,1,405855,425,7755,425,4.3357883999960904,3.342919777810911e-05,193200,0.521,0.3899240855762595,0.2540978411566647,0.3967950636678477,rounds,100,100,8232,13408,node_visits,1833.129,2566.164,1.399881841376139,11.024599996744655,13.347899999644142,7.616294100000232,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,FixedSchedule(k=3),fixed_schedule,0,21735,1932,balanced_accuracy,7,7,0,5,2,0,0,0,0,0,5,,5,13,1,216350,225,5270,225,2.3342864000005648,2.033272500065306e-05,193200,0.393,0.4339084426040948,0.4698039215686274,0.43522763811490917,rounds,100,105,8232,15346,node_visits,1833.129,2889.309,1.5761623977363297,11.685999998007901,15.737899997475324,5.5825597000002745,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,AlwaysNudge,always_nudge,0,21735,1932,balanced_accuracy,6,6,0,6,0,0,1,0,0,1,6,,4,12,1,19855,30,3971,30,0.5774231000068539,1.2071619722885327e-05,193200,0.0,0.28428801472279736,0.0,0.295254943738491,rounds,100,130,8232,9994,node_visits,1833.129,2230.317,1.2166721490958903,11.816900001576869,14.202800000930438,3.7769286000002467,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,NeverAdapt,never_adapt,0,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,7.548980000326378e-06,193200,0.034,0.2782608695652174,0.2335115864527629,0.3060491100450692,rounds,100,100,8232,8232,node_visits,1833.129,1833.129,1.0,11.65949999995064,11.657999999442836,3.017498400000477,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysRebuild,always_rebuild,0,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,544000,700,5440,700,2.359864000001835,1.7548854999997494e-05,193200,0.71,0.4912813434552565,0.57770449593979,0.4880587026859846,trees,100,100,26588,10928,node_visits,876.428,843.227,0.9621178237117025,15.22359999944456,15.464299998711795,5.380640700001095,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,MechanismSelector,mechanism_selector,0,21735,1932,balanced_accuracy,7,7,1,0,6,1,0,0,0,1,5,0,5,23,1,454460,625,7748,625,2.0541081999945163,1.6434324445101765e-05,193200,0.54,0.47927306188175756,0.23773420479302831,0.4748304881809411,trees,100,100,26588,9006,node_visits,876.428,787.831,0.8989112625338306,15.705999998317566,14.298400001280243,5.095787199999904,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,FixedSchedule(k=3),fixed_schedule,0,21735,1932,balanced_accuracy,6,6,0,4,2,0,0,0,0,0,4,,4,10,1,212350,220,4470,220,0.9165996000010637,1.06549847218875e-05,193200,0.529,0.2832758224062572,0.20996632996632994,0.2955949499637433,trees,100,100,26588,37760,node_visits,876.428,1041.743,1.1886235948646096,15.600900002027629,18.23760000115726,3.8642001999978675,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysNudge,always_nudge,0,21735,1932,balanced_accuracy,7,7,0,7,0,0,1,0,0,1,7,,5,15,1,21390,35,4278,35,0.10265799999979208,7.326962222536137e-06,193200,0.031,0.2558086036346906,0.21836007130124777,0.28466988547330635,trees,100,100,26588,21240,node_visits,876.428,786.76,0.8976892568471112,16.56159999765805,14.714299999468494,3.1540733000001637,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,NeverAdapt,never_adapt,0,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,6.713969444774396e-06,193200,0.029,0.2571428571428571,0.19875222816399285,0.28592881705743456,trees,100,100,26588,26588,node_visits,876.428,876.428,1.0,16.286599999148166,16.630099999019876,2.9143091999976605,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysRebuild,always_rebuild,0,21735,1932,balanced_accuracy,6,6,0,0,6,0,0,0,0,0,0,,4,8,1,3454000,0,5208,4246,0.6822773999992933,4.468362222887981e-06,1932000,0.227,0.2124223602484472,0.10294117647058824,0.2174099809374528,params,204,204,,,params_read,204.0,204.0,1.0,0.23440000222763047,0.2328000009583775,2.4669079999985115,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,MechanismSelector,mechanism_selector,0,21735,1932,balanced_accuracy,6,6,5,1,0,0,0,0,0,0,1,1,0,0,1,800,0,800,1,0.0037592000007862225,1.768326666990495e-06,1932000,0.807,0.18219461697722567,0.3924915824915825,0.19240939575787033,params,204,204,,,params_read,204.0,204.0,1.0,0.8615000006102491,0.2327999973203987,1.7909354999974312,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,FixedSchedule(k=3),fixed_schedule,0,21735,1932,balanced_accuracy,7,7,0,5,2,0,1,0,0,1,5,,1,3,1,1095677,0,4677,1098,0.33137310000529396,2.8940794451032476e-06,1932000,0.593,0.2631239935587762,0.3936007130124777,0.27504557835349003,params,204,204,,,params_read,204.0,204.0,1.0,0.2373000024817884,0.2342000007047318,2.1212803999987955,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysNudge,always_nudge,0,21735,1932,balanced_accuracy,5,5,0,5,0,0,0,0,0,0,5,,0,0,1,3916,0,3916,5,0.026152700007514795,1.5340594441150742e-06,1932000,0.112,0.21440073613986657,0.28675381263616556,0.23366675937173764,params,204,204,,,params_read,204.0,204.0,1.0,0.40270000317832455,0.2308999974047765,1.8055896000005305,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,NeverAdapt,never_adapt,0,21735,1932,balanced_accuracy,6,6,6,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0.0,1.3600625003244113e-06,1932000,0.058,0.18762364849321372,0.411764705882353,0.21857606230898155,params,204,204,,,params_read,204.0,204.0,1.0,0.23049999799695797,0.23689999943599105,1.817510900000343,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,AlwaysRebuild,always_rebuild,0,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,4,10,1,5640,0,5640,7,0.01379829999859794,5.335666663349787e-07,1932,0.778,0.5756153669197147,0.40573776985541693,0.5482800326411313,params,402,402,,,params_read,402.0,402.0,1.0,0.820700002805097,0.9656999973230995,1.5867403000011109,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,MechanismSelector,mechanism_selector,0,21735,1932,balanced_accuracy,7,7,1,2,4,1,0,0,0,1,5,2,2,4,1,6724,0,6724,9,0.013099800005875295,6.137597225605019e-07,1932,0.741,0.565631469979296,0.3027450980392157,0.5383971044467268,params,402,402,,,params_read,402.0,402.0,1.0,0.8801000003586523,0.8194000001822133,1.5897476999998617,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,FixedSchedule(k=3),fixed_schedule,0,21735,1932,balanced_accuracy,7,7,0,5,2,0,0,0,0,0,5,,1,3,1,4886,0,4886,7,0.010235200003080536,6.353886114432095e-07,1932,0.734,0.5222452265930527,0.39880174291938997,0.498109841843976,params,402,402,,,params_read,402.0,402.0,1.0,1.0241999989375472,0.9648999985074624,1.6044193999987328,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,AlwaysNudge,always_nudge,0,21735,1932,balanced_accuracy,6,6,0,6,0,0,0,0,0,0,6,,0,0,1,4281,0,4281,6,0.007679700000153389,4.968791663407335e-07,1932,0.094,0.4595813204508857,0.07225589225589225,0.44364042375877794,params,402,402,,,params_read,402.0,402.0,1.0,0.95099999816739,0.8696000004420057,1.6081177000014577,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,NeverAdapt,never_adapt,0,21735,1932,balanced_accuracy,5,5,5,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0.0,3.90393055225575e-07,1932,0.027,0.34156889809063723,0.09438898791839968,0.3418107321216655,params,402,402,,,params_read,402.0,402.0,1.0,0.8215999987442046,0.8264999996754341,1.5416947000012442,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,AlwaysRebuild,always_rebuild,0,51317,4560,balanced_accuracy,5,5,0,0,5,0,0,0,0,0,0,,0,0,0,500000,500,5000,500,6.979237600004126,5.7301165555220235e-05,456000,0.675,0.60085351832726,0.6740714145264342,0.6008576287377034,rounds,100,100,36642,13844,node_visits,3853.825,2714.438,0.7043490558081906,18.057100001897197,14.881399998557754,13.286272599998483,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,MechanismSelector,mechanism_selector,0,51317,4560,balanced_accuracy,4,4,0,1,3,0,0,0,0,0,4,1,0,0,0,316000,320,6200,320,5.015167999998084,4.901190555522507e-05,456000,0.527,0.5773330475281095,0.5254741512452059,0.5773367887668904,rounds,100,105,36642,17106,node_visits,3853.825,3093.348,0.8026695555714128,18.404300000838703,15.945799998007715,11.408328299999994,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,FixedSchedule(k=3),fixed_schedule,0,51317,4560,balanced_accuracy,5,5,0,4,1,0,0,0,0,0,4,,0,0,0,116000,120,4200,120,2.4460167000033834,3.883634499968002e-05,456000,0.607,0.5753454021084631,0.6060469060465119,0.5753476579238944,rounds,100,110,36642,18768,node_visits,3853.825,3270.751,0.8487025228182391,20.160699998086784,17.542800000228453,8.954206399997929,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,AlwaysNudge,always_nudge,0,51317,4560,balanced_accuracy,5,5,0,5,0,0,0,0,0,0,5,,0,0,0,20000,25,4000,25,1.082734800002072,3.261154222222258e-05,456000,0.557,0.531539255997038,0.5557194120909005,0.5315446396888341,rounds,100,125,36642,44310,node_visits,3853.825,4752.615,1.2332202422268785,18.492800001695286,17.786500000511296,8.055043200001819,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,xgb,NeverAdapt,never_adapt,0,51317,4560,balanced_accuracy,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.3318216388212933e-05,456000,0.12,0.22012198686595086,0.1199112905812767,0.22011747061026066,rounds,100,100,36642,36642,node_visits,3853.825,3853.825,1.0,16.722899999876972,18.569199997727992,6.491970200000651,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_incremental,rf,AlwaysRebuild,always_rebuild,0,51317,4560,balanced_accuracy,7,7,0,0,7,0,0,0,0,0,0,,0,0,0,700000,700,7000,700,3.083124600005249,3.122979250000463e-05,456000,0.699,0.623204785938383,0.69813246970367,0.6232072125214653,trees,100,100,190346,37744,node_visits,1245.109,1014.614,0.8148796611381013,26.684899999963818,18.4384999993199,8.107246999999916,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
