model,dataset,seed,prediction_change_pct,accuracy_gain_pp
xgb,covtype,0,8.620689655172415,-5.380200860832152
xgb,covtype,0,6.896551724137931,-3.9426523297490967
xgb,covtype,0,0.0,0.0
xgb,covtype,0,0.0,0.0
xgb,covtype,0,5.172413793103448,-5.119047619047623
xgb,covtype,0,4.6875,3.1914893617021267
xgb,covtype,0,3.4482758620689653,-3.6616161616161658
xgb,covtype,0,1.7241379310344827,1.9230769230769218
xgb,covtype,0,0.0,0.0
xgb,covtype,0,1.5625,1.851851851851849
xgb,covtype,0,1.9230769230769231,1.5625
xgb,covtype,0,20.3125,12.843137254901965
xgb,covtype,0,22.0,20.889202540578687
xgb,covtype,0,15.0,12.027103331451162
xgb,covtype,0,10.9375,-14.166666666666666
xgb,covtype,0,8.620689655172415,22.222222222222225
xgb,covtype,0,1.7241379310344827,-2.500000000000002
xgb,covtype,0,3.4482758620689653,-2.7350427350427307
xgb,covtype,0,0.0,0.0
xgb,covtype,0,18.91891891891892,9.655172413793107
